Metadata_Source,Metadata_Plate,n
source_8,A1166176,3456
source_8,A1166177,3456
source_8,A1170480,3456
source_8,A1170484,3456
source_8,A1170488,3456
source_8,A1170492,3456
source_8,A1170493,3456
source_8,A1170497,3456
source_8,A1170500,3456
source_8,A1166154,3456
source_8,A1170490,3456
source_8,A1170540,3456
source_8,A1166130,3456
source_8,A1166137,3456
source_8,A1166138,3456
source_8,A1166143,3456
source_8,A1166148,3456
source_8,A1166152,3456
source_8,A1166156,3456
source_8,A1166161,3456
source_8,A1166165,3456
source_8,A1166168,3456
source_8,A1166173,3456
source_8,A1166174,3456
source_8,A1166180,3456
source_8,A1170504,3456
source_8,A1170506,3456
source_8,A1170513,3456
source_8,A1170517,3456
source_8,A1170520,3456
source_8,A1170523,3456
source_8,A1170528,3456
source_8,A1170532,3456
source_8,A1170535,3456
source_8,A1170542,3456
source_8,A1166131,3456
source_8,A1166136,3456
source_8,A1166135,3456
source_8,A1166142,3456
source_8,A1166145,3456
source_8,A1166149,3456
source_8,A1166157,3456
source_8,A1166162,3456
source_8,A1166166,3456
source_8,A1166169,3456
source_8,A1166172,3456
source_8,A1166178,3456
source_8,A1166181,3456
source_8,A1170530,3456
source_8,A1170534,3456
source_8,A1170541,3456
source_8,A1166134,3456
source_8,A1166139,3456
source_8,A1166141,3456
source_8,A1166146,3456
source_8,A1166151,3456
source_8,A1166153,3456
source_8,A1166158,3456
source_8,A1166163,3456
source_8,A1166164,3456
source_8,A1166170,3456
source_8,A1166175,3456
source_8,A1166179,3456
source_8,A1170537,3456
source_9,GR00003381,6144
source_9,GR00004370,6143
source_9,GR00004373,6144
source_9,GR00004380,6144
source_9,GR00004383,6144
source_9,GR00003280,6144
source_9,GR00003284,6144
source_9,GR00003289,6142
source_9,GR00004392,6143
source_9,GR00004395,6141
source_9,GR00004400,6143
source_9,GR00004398,6144
source_9,GR00004409,6144
source_9,GR00004414,6144
source_9,GR00004418,6144
source_9,GR00003386,6144
source_9,GR00003387,6144
source_9,GR00003394,6144
source_9,GR00003412,6144
source_9,GR00003332,6143
source_9,GR00003336,6142
source_9,GR00003314,6142
source_9,GR00003341,6144
source_9,GR00003297,6143
source_9,GR00003300,6144
source_9,GR00003306,6143
source_9,GR00003310,6143
source_9,GR00003382,6143
source_9,GR00003390,6143
source_9,GR00003395,6144
source_9,GR00003413,6143
source_9,GR00003333,6144
source_9,GR00003337,6143
source_9,GR00003340,6143
source_9,GR00003343,6143
source_9,GR00003298,6142
source_9,GR00003301,6143
source_9,GR00003309,6143
source_9,GR00003317,6143
source_9,GR00004368,6143
source_9,GR00004371,6142
source_9,GR00004375,6144
source_9,GR00004378,6144
source_9,GR00004384,6144
source_9,GR00003281,6143
source_9,GR00003286,6143
source_9,GR00003288,6143
source_9,GR00004393,6143
source_9,GR00004397,6142
source_9,GR00004405,6142
source_9,GR00004413,6144
source_9,GR00004417,6144
source_9,GR00004420,6144
source_9,GR00004408,6144
source_9,GR00003384,6144
source_9,GR00003383,6144
source_9,GR00003393,6142
source_9,GR00003396,6140
source_9,GR00003331,6144
source_9,GR00003335,6140
source_9,GR00003338,6143
source_9,GR00003339,6143
source_9,GR00003344,6144
source_9,GR00003299,6142
source_9,GR00003302,6142
source_9,GR00003392,6144
source_9,GR00003391,6143
source_9,GR00003330,6144
source_9,GR00003334,6144
source_9,GR00003313,6144
source_9,GR00003315,6143
source_9,GR00003342,6143
source_9,GR00003296,6142
source_9,GR00003303,6139
source_9,GR00003307,6143
source_9,GR00004410,6144
source_9,GR00004412,6143
source_9,GR00004416,6144
source_9,GR00004421,6144
source_9,GR00003308,6140
source_9,GR00003311,6142
source_9,GR00004367,6144
source_9,GR00004372,6142
source_9,GR00004377,6144
source_9,GR00004379,6144
source_9,GR00003279,6144
source_9,GR00003283,6144
source_9,GR00003287,6144
source_9,GR00004389,6143
source_9,GR00004394,6144
source_9,GR00004399,6143
source_9,GR00004406,6140
source_9,GR00003318,6144
source_9,GR00003316,6143
source_9,GR00004369,6142
source_9,GR00004374,6144
source_9,GR00004382,6142
source_9,GR00004385,6141
source_9,GR00003282,6144
source_9,GR00003285,6144
source_9,GR00003290,6143
source_9,GR00004391,6143
source_9,GR00004396,6144
source_9,GR00004401,6143
source_9,GR00004407,6143
source_9,GR00004411,6144
source_9,GR00004415,6144
source_9,GR00004419,6141
source_10,Dest210531-152149,2304
source_10,Dest210531-152324,2304
source_10,Dest210601-153606,2304
source_10,Dest210601-154302,2303
source_10,Dest210601-155059,2304
source_10,Dest210601-155722,2304
source_10,Dest210607-134930,2304
source_10,Dest210607-135426,2304
source_10,Dest210608-150932,2304
source_10,Dest210608-152434,2304
source_10,Dest210608-153057,2304
source_10,Dest210614-163446,2304
source_10,Dest210614-164418,2304
source_10,Dest210531-152810,2303
source_10,Dest210531-152945,2303
source_10,Dest210601-153918,2304
source_10,Dest210601-154437,2304
source_10,Dest210601-155234,2304
source_10,Dest210601-155859,2304
source_10,Dest210607-135106,2304
source_10,Dest210607-140103,2304
source_10,Dest210726-163143,2304
source_10,Dest210727-153003,2304
source_10,Dest210727-153623,2302
source_10,Dest210727-154746,2304
source_10,Dest210823-174733,2304
source_10,Dest210823-181152,2304
source_10,Dest210823-181810,2304
source_10,Dest210823-175355,2304
source_10,Dest210531-152634,2304
source_10,Dest210531-153120,2304
source_10,Dest210726-162329,2304
source_10,Dest210809-135821,2304
source_10,Dest210809-140929,2304
source_10,Dest210810-173545,2304
source_10,Dest210810-175009,2304
source_10,Dest210810-175644,2303
source_10,Dest210823-172450,2304
source_10,Dest210823-173306,2304
source_10,Dest210823-173928,2304
source_10,Dest210823-174422,2304
source_10,Dest210531-152459,2304
source_10,Dest210531-153804,2304
source_10,Dest210601-154127,2304
source_10,Dest210601-154924,2304
source_10,Dest210601-155546,2304
source_10,Dest210607-134618,2304
source_10,Dest210607-135749,2304
source_10,Dest210607-140241,2304
source_10,Dest210608-151108,2304
source_10,Dest210608-152745,2304
source_10,Dest210608-152921,2304
source_10,Dest210614-163244,2304
source_10,Dest210614-163756,2304
source_10,Dest210614-164243,2304
source_10,Dest210614-165222,2304
source_10,Dest210615-152648,2303
source_10,Dest210621-132852,2304
source_10,Dest210621-133513,2303
source_10,Dest210621-134826,2304
source_10,Dest210809-141809,2304
source_10,Dest210810-174829,2303
source_10,Dest210810-175828,2304
source_10,Dest210601-153742,2303
source_10,Dest210601-154612,2304
source_10,Dest210601-155410,2304
source_10,Dest210607-134443,2303
source_10,Dest210607-135241,2304
source_10,Dest210607-140420,2304
source_10,Dest210622-142830,2304
source_10,Dest210622-145122,2304
source_10,Dest210622-144945,2304
source_10,Dest210705-142818,2304
source_10,Dest210705-143959,2304
source_10,Dest210705-144447,2304
source_10,Dest210707-094542,2304
source_10,Dest210726-160506,2304
source_10,Dest210726-161447,2304
source_10,Dest210726-162150,2304
source_10,Dest210726-163005,2304
source_10,Dest210727-152817,2304
source_10,Dest210727-153313,2304
source_10,Dest210727-154253,2303
source_10,Dest210727-155549,2304
source_10,Dest210803-153958,2304
source_10,Dest210803-154754,2304
source_10,Dest210803-155551,2304
source_10,Dest210803-160217,2304
source_10,Dest210809-134337,2304
source_10,Dest210809-134845,2304
source_10,Dest210809-135505,2304
source_10,Dest210809-140131,2304
source_10,Dest210809-141456,2304
source_10,Dest210810-173723,2304
source_10,Dest210810-175151,2304
source_10,Dest210810-180316,2304
source_10,Dest210823-172805,2304
source_10,Dest210823-173441,2303
source_10,Dest210823-173752,2304
source_10,Dest210823-174909,2304
source_10,Dest210823-175044,2304
source_10,Dest210823-180351,2304
source_10,Dest210607-140601,2304
source_10,Dest210608-151418,2304
source_10,Dest210608-152610,2304
source_10,Dest210614-165045,2304
source_10,Dest210615-151512,2304
source_10,Dest210621-132542,2304
source_10,Dest210622-142653,2304
source_10,Dest210622-143628,2304
source_10,Dest210628-161651,2304
source_10,Dest210705-142446,2304
source_10,Dest210705-142958,2304
source_10,Dest210705-144135,2304
source_10,Dest210823-172626,2304
source_10,Dest210823-172940,2304
source_10,Dest210823-173617,2303
source_10,Dest210823-174240,2303
source_10,Dest210823-180533,2304
source_10,Dest210608-151243,2304
source_10,Dest210608-151729,2303
source_10,Dest210608-153234,2304
source_10,Dest210614-162933,2304
source_10,Dest210614-163621,2304
source_10,Dest210614-163932,2304
source_10,Dest210614-164906,2304
source_10,Dest210615-151336,2304
source_10,Dest210615-153137,2304
source_10,Dest210621-133202,2304
source_10,Dest210621-134650,2304
source_10,Dest210707-094057,2304
source_10,Dest210726-155958,2304
source_10,Dest210726-160150,2304
source_10,Dest210727-155901,2304
source_10,Dest210803-154444,2304
source_10,Dest210803-154929,2304
source_10,Dest210803-155415,2304
source_10,Dest210803-160527,2304
source_10,Dest210803-161150,2303
source_10,Dest210809-135020,2304
source_10,Dest210809-135646,2304
source_10,Dest210809-140308,2304
source_10,Dest210809-141632,2304
source_10,Dest210810-173859,2304
source_10,Dest210823-172304,2301
source_10,Dest210823-181327,2304
source_10,Dest210608-151554,2304
source_10,Dest210608-153411,2303
source_10,Dest210810-180004,2304
source_10,Dest210823-173115,2304
source_10,Dest210823-174104,2304
source_10,Dest210823-174556,2304
source_10,Dest210823-175219,2304
source_10,Dest210823-180039,2304
source_10,Dest210823-180842,2304
source_10,Dest210614-163109,2304
source_10,Dest210614-164553,2304
source_10,Dest210621-133027,2303
source_10,Dest210621-134337,2304
source_10,Dest210622-143317,2304
source_10,Dest210622-145259,2303
source_10,Dest210628-162003,2304
source_10,Dest210705-143133,2304
source_10,Dest210705-143821,2304
source_10,Dest210705-144624,2304
source_10,Dest210726-160643,2304
source_10,Dest210726-161624,2304
source_10,Dest210726-163321,2304
source_10,Dest210727-153448,2304
source_10,Dest210727-153944,2304
source_10,Dest210727-160037,2304
source_10,Dest210803-154309,2304
source_10,Dest210803-154133,2304
source_10,Dest210803-155726,2304
source_10,Dest210803-160702,416
source_10,Dest210823-181945,2304
source_10,Dest210614-164730,2304
source_10,Dest210615-151201,2304
source_10,Dest210615-153001,2304
source_10,Dest210621-132717,2304
source_10,Dest210621-133338,2304
source_10,Dest210621-134201,2304
source_10,Dest210823-180708,2304
source_10,Dest210823-181501,2304
source_10,Dest210823-182255,2304
source_10,Dest210621-135001,2304
source_10,Dest210726-160820,2303
source_10,Dest210726-160957,2304
source_10,Dest210726-162012,2304
source_10,Dest210809-134534,2304
source_10,Dest210809-135156,2304
source_10,Dest210809-135957,2304
source_10,Dest210809-141104,2304
source_10,Dest210823-182450,2304
source_10,Dest210622-143006,2304
source_10,Dest210622-144809,2304
source_10,Dest210705-142134,2302
source_10,Dest210705-142621,2304
source_10,Dest210705-143620,2302
source_10,Dest210705-144312,2304
source_10,Dest210707-094231,2304
source_10,Dest210726-160328,2304
source_10,Dest210726-161133,2304
source_10,Dest210726-161801,2304
source_10,Dest210726-162828,2304
source_10,Dest210726-163500,2304
source_10,Dest210727-153138,2304
source_10,Dest210727-154118,2304
source_10,Dest210727-155725,2304
source_10,Dest210823-175531,2304
source_10,Dest210823-180215,2304
source_10,Dest210823-181018,2304
source_10,Dest210823-181636,2303
source_10,Dest210823-182120,2304
source_10,Dest210727-154427,2304
source_10,Dest210803-153819,2304
source_10,Dest210803-154619,2304
source_10,Dest210803-155239,2304
source_10,Dest210803-160041,2304
source_10,Dest210803-160838,2304
source_10,Dest210809-134710,2304
source_10,Dest210809-135330,2304
source_11,EC000001,3456
source_11,EC000003,3456
source_11,EC000008,3456
source_11,EC000013,3448
source_11,EC000016,3456
source_11,EC000021,3443
source_11,EC000025,3456
source_11,EC000029,3453
source_11,EC000033,3456
source_11,EC000038,3456
source_11,EC000043,3456
source_11,EC000047,3456
source_11,EC000049,3456
source_11,EC000054,3456
source_11,EC000059,3456
source_11,EC000063,3454
source_11,EC000065,3456
source_11,EC000070,3456
source_11,EC000134,3455
source_11,EC000142,3455
source_11,EC000144,3455
source_11,EC000147,3456
source_11,EC000151,3455
source_11,EC000155,3455
source_11,EC000103,3456
source_11,EC103-132LM2,3455
source_11,EC000005,3456
source_11,EC000006,3455
source_11,EC000011,3449
source_11,EC000014,3456
source_11,EC000018,3451
source_11,EC000022,3437
source_11,EC000027,3455
source_11,EC000030,3455
source_11,EC000037,3456
source_11,EC000040,3455
source_11,EC000044,3456
source_11,EC000048,3456
source_11,EC000053,3456
source_11,EC000057,3456
source_11,EC000060,3456
source_11,EC000064,3456
source_11,EC000069,3456
source_11,EC000133,3455
source_11,EC000136,3456
source_11,EC000141,3455
source_11,EC000145,3455
source_11,EC000150,3456
source_11,EC000152,3455
source_11,EC000156,3456
source_11,EC000158,3456
source_11,EC000163,3456
source_11,EC000170,3456
source_11,EC133-171LM1,3456
source_11,EC000004,3455
source_11,EC000007,3456
source_11,EC000012,3449
source_11,EC000015,3454
source_11,EC000019,3455
source_11,EC000023,3456
source_11,EC000026,3453
source_11,EC000032,3445
source_11,EC000034,3455
source_11,EC000041,3456
source_11,EC000002,3455
source_11,EC000009,3456
source_11,EC000010,3451
source_11,EC000017,3456
source_11,EC000020,3456
source_11,EC000024,3456
source_11,EC000028,3456
source_11,EC000031,3456
source_11,EC000039,3456
source_11,EC000042,3456
source_11,EC000046,3456
source_11,EC000051,3432
source_11,EC000055,3456
source_11,EC000058,3454
source_11,EC000061,3456
source_11,EC000067,3455
source_11,LM37-70_1,3456
source_11,EC000135,3456
source_11,EC000138,3456
source_11,EC000139,3455
source_11,EC000143,3455
source_11,EC000149,3455
source_11,EC000154,3454
source_11,EC000161,3455
source_11,EC000168,3456
source_11,EC000167,3456
source_11,EC133-171DMSO2,3456
source_11,EC000106,3456
source_11,EC000110,3456
source_11,EC000114,3452
source_11,EC000083,3456
source_11,EC000087,3455
source_11,EC000091,3456
source_11,EC000095,3455
source_11,EC000099,3456
source_11,LM71-102_1,3456
source_11,EC000045,3456
source_11,EC000050,3456
source_11,EC000052,3456
source_11,EC000056,3456
source_11,EC000062,3456
source_11,EC000066,3456
source_11,EC000068,3439
source_11,LM37-70_2,3450
source_11,EC000073,3456
source_11,EC000076,3456
source_11,EC000080,3456
source_11,EC000097,3455
source_11,EC000101,3456
source_11,LM71-102_2,3456
source_11,EC000137,3455
source_11,EC000140,3456
source_11,EC000146,3455
source_11,EC000148,3456
source_11,EC000104,3456
source_11,EC000107,3452
source_11,EC000112,3456
source_11,EC000116,3455
source_11,EC000119,3455
source_11,EC000125,3454
source_11,EC000128,3456
source_11,EC000132,3455
source_11,DMSO71-102_1,3455
source_11,EC000072,3456
source_11,EC000075,3448
source_11,EC000081,3454
source_11,EC000085,3456
source_11,EC000089,3454
source_11,EC000094,3456
source_11,EC000096,3447
source_11,EC000100,3455
source_11,EC000153,3455
source_11,EC000084,3445
source_11,EC000088,3456
source_11,EC000092,3456
source_11,EC000157real,3455
source_11,EC000164,3455
source_11,EC000166,3456
source_11,EC000169,3455
source_11,EC000171,3453
source_11,EC000160,3456
source_11,EC000162,3456
source_11,EC000165,3449
source_11,EC133-171DMSO1,3455
source_11,EC133-171LM2,3456
source_11,EC000105,3455
source_11,EC000111,3455
source_11,EC000113,3456
source_11,EC000117,3454
source_11,EC000121,3426
source_11,EC000123,3456
source_11,EC000131,3456
source_11,EC103-132DMSO2,3454
source_11,EC000071,3456
source_11,EC000078,3456
source_11,EC000159,3456
source_11,EC000079,3456
source_11,EC000108,3456
source_11,EC000109,3456
source_11,EC000115,3399
source_11,EC000120,3456
source_11,EC000124,3455
source_11,EC000127,3455
source_11,EC000129,3456
source_11,EC000118,3446
source_11,EC000122,3456
source_11,EC000126,3447
source_11,EC000130,3446
source_11,EC103-132DMSO1,3456
source_11,DMSO71-102_2,3456
source_11,EC000074,3449
source_11,EC000077,3456
source_11,EC000082,3455
source_11,EC000086,3456
source_11,EC000090,3456
source_11,EC000093,3456
source_11,EC000098,3444
source_11,EC000102,3456
source_13,CP-CC9-R1-01,3456
source_13,CP-CC9-R1-02,3456
source_13,CP-CC9-R1-08,3456
source_13,CP-CC9-R1-13,3456
source_13,CP-CC9-R2-13,3456
source_13,CP-CC9-R2-16,3456
source_13,CP-CC9-R2-20,3456
source_13,CP-CC9-R2-24,3456
source_13,CP-CC9-R2-28,3456
source_13,CP-CC9-R3-02,3456
source_13,CP-CC9-R3-05,3456
source_13,CP-CC9-R3-11,3455
source_13,CP-CC9-R3-15,3456
source_13,CP-CC9-R3-19,3456
source_13,CP-CC9-R3-23,3456
source_13,CP-CC9-R3-27,3456
source_13,CP-CC9-R4-04,3456
source_13,CP-CC9-R4-08,3456
source_13,CP-CC9-R4-12,3456
source_13,CP-CC9-R4-16,3456
source_13,CP-CC9-R4-21,3456
source_13,CP-CC9-R4-24,3456
source_13,CP-CC9-R4-28,3456
source_13,CP-CC9-R5-05,3456
source_13,CP-CC9-R5-09,3456
source_13,CP-CC9-R5-13,3456
source_13,CP-CC9-R5-17,3456
source_13,CP-CC9-R5-20,3456
source_13,CP-CC9-R5-23,3456
source_13,CP-CC9-R1-03,3456
source_13,CP-CC9-R1-07,3456
source_13,CP-CC9-R1-10,3456
source_13,CP-CC9-R1-12,3456
source_13,CP-CC9-R1-18,3456
source_13,CP-CC9-R1-22,3455
source_13,CP-CC9-R1-25,3456
source_13,CP-CC9-R2-01,3456
source_13,CP-CC9-R2-10,3456
source_13,CP-CC9-R2-05,3456
source_13,CP-CC9-R1-05,3456
source_13,CP-CC9-R1-06,3456
source_13,CP-CC9-R1-11,3456
source_13,CP-CC9-R1-15,3456
source_13,CP-CC9-R1-19,3456
source_13,CP-CC9-R1-23,3456
source_13,CP-CC9-R1-27,3456
source_13,CP-CC9-R2-02,3456
source_13,CP-CC9-R2-06,3456
source_13,CP-CC9-R2-11,3456
source_13,CP-CC9-R2-14,3456
source_13,CP-CC9-R2-18,3456
source_13,CP-CC9-R2-23,3456
source_13,CP-CC9-R2-26,3456
source_13,CP-CC9-R3-01,3456
source_13,CP-CC9-R3-06,3456
source_13,CP-CC9-R3-09,3456
source_13,CP-CC9-R3-13,3456
source_13,CP-CC9-R5-02,3456
source_13,CP-CC9-R5-28,3456
source_13,CP-CC9-R5-29,3456
source_13,CP-CC9-R6-29,3456
source_13,CP-CC9-R7-29,3456
source_13,CP-CC9-R1-04,3456
source_13,CP-CC9-R1-09,3456
source_13,CP-CC9-R2-12,3456
source_13,CP-CC9-R2-17,3456
source_13,CP-CC9-R2-21,3455
source_13,CP-CC9-R2-25,3456
source_13,CP-CC9-R2-27,3456
source_13,CP-CC9-R3-04,3456
source_13,CP-CC9-R3-08,3456
source_13,CP-CC9-R3-12,3456
source_13,CP-CC9-R3-16,3456
source_13,CP-CC9-R3-22,3456
source_13,CP-CC9-R3-24,3456
source_13,CP-CC9-R3-29,3456
source_13,CP-CC9-R4-05,3456
source_13,CP-CC9-R4-10,3456
source_13,CP-CC9-R4-14,3456
source_13,CP-CC9-R4-18,3456
source_13,CP-CC9-R4-20,3456
source_13,CP-CC9-R4-25,3456
source_13,CP-CC9-R5-01,3456
source_13,CP-CC9-R5-04,3456
source_13,CP-CC9-R5-08,3456
source_13,CP-CC9-R5-12,3456
source_13,CP-CC9-R5-16,3456
source_13,CP-CC9-R5-21,3456
source_13,CP-CC9-R5-25,3456
source_13,CP-CC9-R6-01,3456
source_13,CP-CC9-R6-19,3456
source_13,CP-CC9-R7-02,3456
source_13,CP-CC9-R8-02,3456
source_13,CP-CC9-R1-14,3456
source_13,CP-CC9-R2-22,3456
source_13,CP-CC9-R1-16,3456
source_13,CP-CC9-R1-21,3456
source_13,CP-CC9-R1-24,3456
source_13,CP-CC9-R1-28,3456
source_13,CP-CC9-R2-03,3456
source_13,CP-CC9-R2-07,3456
source_13,CP-CC9-R2-08,3456
source_13,CP-CC9-R2-15,3456
source_13,CP-CC9-R2-19,3456
source_13,CP-CC9-R5-26,3456
source_13,CP-CC9-R1-17,3456
source_13,CP-CC9-R1-20,3456
source_13,CP-CC9-R1-26,3456
source_13,CP-CC9-R1-29,3456
source_13,CP-CC9-R2-04,3456
source_13,CP-CC9-R2-09,3456
source_13,CP-CC9-R2-29,3456
source_13,CP-CC9-R3-03,3456
source_13,CP-CC9-R3-07,3456
source_13,CP-CC9-R3-10,3456
source_13,CP-CC9-R3-14,3456
source_13,CP-CC9-R3-18,3456
source_13,CP-CC9-R3-20,3456
source_13,CP-CC9-R3-26,3456
source_13,CP-CC9-R4-03,3456
source_13,CP-CC9-R4-06,3455
source_13,CP-CC9-R4-11,3456
source_13,CP-CC9-R4-15,3456
source_13,CP-CC9-R4-19,3455
source_13,CP-CC9-R4-23,3456
source_13,CP-CC9-R4-26,3456
source_13,CP-CC9-R5-03,3456
source_13,CP-CC9-R5-06,3456
source_13,CP-CC9-R5-11,3456
source_13,CP-CC9-R5-15,3456
source_13,CP-CC9-R5-18,3456
source_13,CP-CC9-R5-22,3456
source_13,CP-CC9-R3-17,3456
source_13,CP-CC9-R3-21,3456
source_13,CP-CC9-R3-25,3456
source_13,CP-CC9-R3-28,3456
source_13,CP-CC9-R4-07,3456
source_13,CP-CC9-R4-09,3456
source_13,CP-CC9-R4-13,3456
source_13,CP-CC9-R4-17,3456
source_13,CP-CC9-R4-27,3456
source_13,CP-CC9-R4-22,3456
source_13,CP-CC9-R5-07,3456
source_13,CP-CC9-R5-10,3456
source_13,CP-CC9-R5-14,3456
source_13,CP-CC9-R5-19,3456
source_13,CP-CC9-R5-24,3456
source_13,CP-CC9-R5-27,3456
source_13,CP-CC9-R6-02,3456
source_13,CP-CC9-R8-01,3456
source_13,CP-CC9-R7-28,3456
source_13,CP-CC9-R7-01,3456
source_13,CP-CC9-R6-28,3456
source_13,CP-CC9-R7-19,3456
