Metadata_Source,Metadata_Plate,n_wells
source_8,A1166150,384
source_8,A1166151,384
source_8,A1170383,384
source_8,A1170385,384
source_8,A1170389,384
source_8,A1170390,384
source_8,A1170393,384
source_8,A1170394,384
source_8,A1170395,384
source_8,A1170398,384
source_8,A1170400,384
source_8,A1170402,384
source_8,A1170404,384
source_8,A1170406,384
source_8,A1170408,384
source_8,A1170410,384
source_8,A1170412,384
source_8,A1170415,384
source_8,A1170416,384
source_8,A1170417,384
source_8,A1170420,384
source_8,A1170422,384
source_8,A1170424,384
source_8,A1170425,384
source_8,A1170427,384
source_8,A1170429,384
source_8,A1170432,384
source_8,A1170433,384
source_8,A1170438,384
source_8,A1170439,384
source_8,A1170443,384
source_8,A1170442,384
source_8,A1170472,384
source_8,A1170499,384
source_8,A1170384,384
source_8,A1170387,384
source_8,A1170388,384
source_8,A1170391,384
source_8,A1170459,384
source_8,A1166167,384
source_8,A1166168,384
source_8,A1166169,384
source_8,A1166171,384
source_8,A1166174,384
source_8,A1166175,384
source_8,A1166177,384
source_8,A1166178,384
source_8,A1166181,384
source_8,A1170392,384
source_8,A1170396,384
source_8,A1170397,384
source_8,A1170399,384
source_8,A1170401,384
source_8,A1170403,384
source_8,A1170405,384
source_8,A1170407,384
source_8,A1170409,384
source_8,A1170411,384
source_8,A1170414,384
source_9,GR00004373,1536
source_9,GR00004374,1536
source_9,GR00004378,1536
source_9,GR00004379,1536
source_9,GR00004383,1536
source_9,GR00004385,1536
source_9,GR00003280,1536
source_9,GR00003281,1536
source_9,GR00003284,1536
source_9,GR00003286,1536
source_9,GR00003288,1536
source_9,GR00003290,1536
source_9,GR00004393,1536
source_9,GR00004392,1536
source_9,GR00004397,1536
source_9,GR00003315,1536
source_9,GR00003342,1536
source_9,GR00003341,1536
source_9,GR00003344,1536
source_9,GR00003298,1536
source_9,GR00003301,1536
source_9,GR00003302,1536
source_9,GR00003384,1536
source_9,GR00003382,1536
source_9,GR00003387,1536
source_9,GR00003390,1536
source_9,GR00003394,1536
source_9,GR00003393,1536
source_9,GR00003412,1536
source_9,GR00003413,1536
source_9,GR00003331,1536
source_9,GR00003381,1536
source_9,GR00004398,1536
source_9,GR00003383,1536
source_9,GR00003386,1536
source_9,GR00003391,1536
source_9,GR00003392,1536
source_9,GR00003395,1536
source_9,GR00003396,1536
source_9,GR00003330,1536
source_9,GR00003332,1536
source_9,GR00003334,1536
source_9,GR00003336,1536
source_9,GR00003338,1536
source_9,GR00004418,1536
source_9,GR00004421,1536
source_9,GR00004382,1536
source_9,GR00004384,1536
source_9,GR00003279,1536
source_9,GR00003282,1536
source_9,GR00003283,1536
source_9,GR00003285,1536
source_9,GR00003287,1536
source_9,GR00003289,1536
source_9,GR00004389,1536
source_9,GR00004391,1536
source_9,GR00004394,1536
source_9,GR00004396,1536
source_9,GR00004395,1536
source_9,GR00004400,1536
source_9,GR00004406,1536
source_9,GR00004407,1536
source_9,GR00004409,1536
source_9,GR00004411,1536
source_9,GR00004414,1536
source_9,GR00004415,1536
source_9,GR00004417,1536
source_9,GR00003314,1536
source_9,GR00003333,1536
source_9,GR00003335,1536
source_9,GR00003337,1536
source_9,GR00003313,1536
source_9,GR00003339,1536
source_9,GR00003343,1536
source_9,GR00003340,1536
source_9,GR00003297,1536
source_9,GR00003296,1536
source_9,GR00003299,1536
source_9,GR00003300,1536
source_9,GR00003303,1536
source_9,GR00003306,1536
source_9,GR00003309,1536
source_9,GR00003311,1536
source_9,GR00004367,1536
source_9,GR00003318,1536
source_9,GR00004369,1536
source_9,GR00004370,1536
source_9,GR00003307,1536
source_9,GR00003308,1536
source_9,GR00003310,1536
source_9,GR00003316,1536
source_9,GR00003317,1536
source_9,GR00004399,1536
source_9,GR00004401,1536
source_9,GR00004405,1536
source_9,GR00004408,1536
source_9,GR00004410,1536
source_9,GR00004412,1536
source_9,GR00004413,1536
source_9,GR00004416,1536
source_9,GR00004419,1536
source_9,GR00004420,1536
source_9,GR00004368,1536
source_9,GR00004371,1536
source_9,GR00004372,1536
source_9,GR00004377,1536
source_9,GR00004375,1536
source_9,GR00004380,1536
source_10,Dest210622-145259,384
source_10,Dest210628-162003,384
source_10,Dest210705-142446,384
source_10,Dest210726-161133,384
source_10,Dest210727-153138,384
source_10,Dest210727-153313,384
source_10,Dest210727-153623,384
source_10,Dest210727-154253,384
source_10,Dest210727-155549,384
source_10,Dest210823-174422,384
source_10,Dest210823-174556,384
source_10,Dest210601-154437,384
source_10,Dest210607-140103,384
source_10,Dest210607-140420,384
source_10,Dest210608-150932,384
source_10,Dest210614-165222,384
source_10,Dest210622-145122,384
source_10,Dest210628-161651,384
source_10,Dest210705-142134,384
source_10,Dest210726-162828,384
source_10,Dest210726-163500,384
source_10,Dest210727-153003,384
source_10,Dest210727-153944,384
source_10,Dest210727-154118,384
source_10,Dest210727-154427,384
source_10,Dest210823-173617,384
source_10,Dest210823-174104,384
source_10,Dest210823-174240,384
source_10,Dest210823-175355,384
source_10,Dest210601-154924,384
source_10,Dest210601-155546,384
source_10,Dest210607-134443,384
source_10,Dest210614-164418,384
source_10,Dest210621-133513,384
source_10,Dest210621-134337,384
source_10,Dest210621-134201,384
source_10,Dest210621-134826,384
source_10,Dest210705-143133,384
source_10,Dest210705-143821,384
source_10,Dest210705-144135,384
source_10,Dest210727-154746,384
source_10,Dest210601-155234,384
source_10,Dest210607-135749,384
source_10,Dest210608-151108,384
source_10,Dest210608-151243,384
source_10,Dest210614-164243,384
source_10,Dest210726-160506,384
source_10,Dest210726-160820,384
source_10,Dest210803-153819,384
source_10,Dest210803-154929,384
source_10,Dest210803-155415,384
source_10,Dest210531-152149,384
source_10,Dest210601-153606,384
source_10,Dest210607-134618,384
source_10,Dest210607-135106,384
source_10,Dest210608-151418,384
source_10,Dest210615-151336,384
source_10,Dest210615-152648,384
source_10,Dest210705-144312,384
source_10,Dest210726-163143,384
source_10,Dest210810-174829,384
source_10,Dest210810-175009,384
source_10,Dest210810-175644,384
source_10,Dest210810-180004,384
source_10,Dest210823-172304,384
source_10,Dest210823-172805,384
source_10,Dest210823-172940,384
source_10,Dest210823-173306,384
source_10,Dest210823-175531,384
source_10,Dest210823-181636,384
source_10,Dest210823-182450,384
source_10,Dest210531-152634,384
source_10,Dest210531-152324,384
source_10,Dest210607-134930,384
source_10,Dest210607-135241,384
source_10,Dest210621-135001,384
source_10,Dest210705-142818,384
source_10,Dest210705-143620,384
source_10,Dest210705-143959,384
source_10,Dest210726-160150,384
source_10,Dest210803-153958,384
source_10,Dest210803-155726,384
source_10,Dest210803-160217,384
source_10,Dest210803-160702,70
source_10,Dest210823-174733,384
source_10,Dest210823-175044,384
source_10,Dest210823-175219,384
source_10,Dest210823-180039,384
source_10,Dest210823-180351,384
source_10,Dest210823-180215,384
source_10,Dest210823-181327,384
source_10,Dest210823-181501,384
source_10,Dest210823-181945,384
source_10,Dest210823-182255,384
source_10,Dest210531-152459,384
source_10,Dest210601-153918,384
source_10,Dest210601-155859,384
source_10,Dest210601-155722,384
source_10,Dest210607-140601,384
source_10,Dest210614-163621,384
source_10,Dest210614-163756,384
source_10,Dest210622-142830,384
source_10,Dest210622-143006,384
source_10,Dest210705-144447,384
source_10,Dest210707-094057,384
source_10,Dest210707-094542,384
source_10,Dest210726-161624,384
source_10,Dest210726-162012,384
source_10,Dest210726-163005,384
source_10,Dest210726-162329,384
source_10,Dest210726-163321,384
source_10,Dest210727-155725,384
source_10,Dest210803-154444,384
source_10,Dest210803-154619,384
source_10,Dest210809-134845,384
source_10,Dest210809-135330,384
source_10,Dest210809-135505,384
source_10,Dest210809-135821,384
source_10,Dest210809-140131,384
source_10,Dest210809-140929,384
source_10,Dest210809-141456,384
source_10,Dest210809-141809,384
source_10,Dest210810-173545,384
source_10,Dest210810-173723,384
source_10,Dest210810-175151,384
source_10,Dest210810-175828,384
source_10,Dest210810-180316,384
source_10,Dest210823-172626,384
source_10,Dest210823-173115,384
source_10,Dest210823-173928,384
source_10,Dest210531-153120,384
source_10,Dest210531-153804,384
source_10,Dest210601-153742,384
source_10,Dest210601-154127,384
source_10,Dest210608-152610,384
source_10,Dest210608-153234,384
source_10,Dest210608-153057,384
source_10,Dest210823-172450,384
source_10,Dest210614-164553,384
source_10,Dest210621-132542,384
source_10,Dest210621-132852,384
source_10,Dest210705-142621,384
source_10,Dest210705-144624,384
source_10,Dest210809-140308,384
source_10,Dest210809-135957,384
source_10,Dest210809-141104,384
source_10,Dest210809-141632,384
source_10,Dest210810-173859,384
source_10,Dest210823-174909,384
source_10,Dest210823-180533,384
source_10,Dest210531-152945,384
source_10,Dest210607-140241,384
source_10,Dest210608-151729,384
source_10,Dest210608-152745,384
source_10,Dest210608-152921,384
source_10,Dest210608-153411,384
source_10,Dest210614-162933,384
source_10,Dest210614-163244,384
source_10,Dest210614-164730,384
source_10,Dest210614-165045,384
source_10,Dest210615-151201,384
source_10,Dest210615-151512,384
source_10,Dest210615-153001,384
source_10,Dest210615-153137,384
source_10,Dest210621-132717,384
source_10,Dest210621-133202,384
source_10,Dest210621-133338,384
source_10,Dest210622-144809,384
source_10,Dest210707-094231,384
source_10,Dest210726-161801,384
source_10,Dest210726-162150,384
source_10,Dest210727-152817,384
source_10,Dest210727-155901,384
source_10,Dest210727-160037,384
source_10,Dest210803-154133,384
source_10,Dest210803-154309,384
source_10,Dest210803-154754,384
source_10,Dest210803-155239,384
source_10,Dest210803-155551,384
source_10,Dest210803-160041,384
source_10,Dest210803-160527,384
source_10,Dest210803-160838,384
source_10,Dest210809-134337,384
source_10,Dest210809-134710,384
source_10,Dest210809-135020,384
source_10,Dest210809-135156,384
source_10,Dest210809-135646,384
source_10,Dest210823-173752,384
source_10,Dest210823-180708,384
source_10,Dest210823-181018,384
source_10,Dest210823-180842,384
source_10,Dest210823-181810,384
source_10,Dest210823-182120,384
source_10,Dest210531-152810,384
source_10,Dest210607-135426,384
source_10,Dest210608-151554,384
source_10,Dest210608-152434,384
source_10,Dest210614-163109,384
source_10,Dest210614-163446,384
source_10,Dest210614-163932,384
source_10,Dest210614-164906,384
source_10,Dest210621-133027,384
source_10,Dest210622-142653,384
source_10,Dest210622-143317,384
source_10,Dest210622-143628,384
source_10,Dest210705-142958,384
source_10,Dest210726-155958,384
source_10,Dest210726-160328,384
source_10,Dest210726-160643,384
source_10,Dest210726-160957,384
source_10,Dest210726-161447,384
source_10,Dest210803-161150,384
source_10,Dest210809-134534,384
source_10,Dest210823-173441,384
source_10,Dest210823-181152,384
source_10,Dest210601-154302,384
source_10,Dest210601-154612,384
source_10,Dest210601-155059,384
source_10,Dest210601-155410,384
source_10,Dest210621-134650,384
source_10,Dest210622-144945,384
source_10,Dest210727-153448,384
source_11,DMSO71-102_1,384
source_11,EC000028,384
source_11,EC000040,384
source_11,EC000051,382
source_11,EC000043,384
source_11,EC000063,384
source_11,EC000164,384
source_11,EC000166,384
source_11,EC000167,384
source_11,EC000169,384
source_11,EC133-171DMSO1,384
source_11,EC000171,384
source_11,EC133-171LM2,384
source_11,EC000104,384
source_11,EC000106,384
source_11,EC000107,384
source_11,EC000110,384
source_11,EC000113,384
source_11,EC000114,384
source_11,EC000117,384
source_11,EC000118,383
source_11,EC000119,384
source_11,EC000122,384
source_11,EC000123,384
source_11,EC000126,383
source_11,EC000127,384
source_11,EC000130,383
source_11,EC000131,384
source_11,EC103-132LM2,384
source_11,DMSO71-102_2,384
source_11,EC000071,384
source_11,EC000072,384
source_11,EC000075,384
source_11,EC000076,384
source_11,EC000079,384
source_11,EC000081,384
source_11,EC000082,384
source_11,EC000084,383
source_11,EC000087,384
source_11,EC000089,384
source_11,EC000091,384
source_11,EC000093,384
source_11,EC000095,384
source_11,EC000097,384
source_11,EC000099,384
source_11,EC000100,384
source_11,LM71-102_1,384
source_11,EC000044,384
source_11,EC000046,384
source_11,EC000048,384
source_11,EC000050,384
source_11,EC000052,384
source_11,EC000053,384
source_11,EC000055,384
source_11,EC000058,384
source_11,EC000060,384
source_11,EC000065,384
source_11,EC000066,384
source_11,EC000069,384
source_11,EC000070,384
source_11,LM37-70_2,384
source_11,EC000135,384
source_11,EC000136,384
source_11,EC000139,384
source_11,EC000142,384
source_11,EC000143,384
source_11,EC000145,384
source_11,EC000147,384
source_11,EC000150,384
source_11,EC000152,384
source_11,EC000153,384
source_11,EC000154,384
source_11,EC000157real,384
source_11,EC000159,384
source_11,EC000067,384
source_11,EC000068,383
source_11,LM37-70_1,384
source_11,EC000133,384
source_11,EC000134,384
source_11,EC000137,384
source_11,EC000138,384
source_11,EC000140,384
source_11,EC000141,384
source_11,EC000144,384
source_11,EC000146,384
source_11,EC000148,384
source_11,EC000003,384
source_11,EC000038,384
source_11,EC000054,384
source_11,EC000056,384
source_11,EC000057,384
source_11,EC000059,384
source_11,EC000061,384
source_11,EC000062,384
source_11,EC000064,384
source_11,EC133-171LM1,384
source_11,EC000103,384
source_11,EC000105,384
source_11,EC000108,384
source_11,EC000109,384
source_11,EC000111,384
source_11,EC000112,384
source_11,EC000116,384
source_11,EC000115,381
source_11,EC000120,384
source_11,EC000121,383
source_11,EC000124,384
source_11,EC000125,384
source_11,EC000128,384
source_11,EC000129,384
source_11,EC000132,384
source_11,EC103-132DMSO1,384
source_11,EC103-132DMSO2,384
source_11,EC000073,384
source_11,EC000074,384
source_11,EC000078,384
source_11,EC000080,384
source_11,EC000083,384
source_11,EC000085,384
source_11,EC000086,384
source_11,EC000088,384
source_11,EC000090,384
source_11,EC000092,384
source_11,EC000094,384
source_11,EC000096,383
source_11,EC000098,383
source_11,EC000101,384
source_11,EC000102,384
source_11,LM71-102_2,384
source_11,EC000001,384
source_11,EC000004,384
source_11,EC000007,384
source_11,EC000162,384
source_11,EC000077,384
source_11,EC000002,384
source_11,EC000005,384
source_11,EC000006,384
source_11,EC000009,384
source_11,EC000010,384
source_11,EC000013,384
source_11,EC000015,384
source_11,EC000017,384
source_11,EC000019,384
source_11,EC000023,384
source_11,EC000021,383
source_11,EC000025,384
source_11,EC000027,384
source_11,EC000031,384
source_11,EC000037,384
source_11,EC000033,384
source_11,EC000039,384
source_11,EC000041,384
source_11,EC000042,384
source_11,EC000045,384
source_11,EC000047,384
source_11,EC000049,384
source_11,EC133-171DMSO2,384
source_11,EC000008,384
source_11,EC000011,384
source_11,EC000012,384
source_11,EC000014,384
source_11,EC000018,384
source_11,EC000020,384
source_11,EC000022,382
source_11,EC000024,384
source_11,EC000026,384
source_11,EC000029,384
source_11,EC000032,383
source_11,EC000034,384
source_11,EC000016,384
source_11,EC000030,384
source_11,EC000149,384
source_11,EC000151,384
source_11,EC000156,384
source_11,EC000155,384
source_11,EC000158,384
source_11,EC000160,384
source_11,EC000163,384
source_11,EC000161,384
source_11,EC000165,384
source_11,EC000168,384
source_11,EC000170,384
source_13,CP-CC9-R1-01,384
source_13,CP-CC9-R1-03,384
source_13,CP-CC9-R1-02,384
source_13,CP-CC9-R1-05,384
source_13,CP-CC9-R1-08,384
source_13,CP-CC9-R1-11,384
source_13,CP-CC9-R1-12,384
source_13,CP-CC9-R1-14,384
source_13,CP-CC9-R1-15,384
source_13,CP-CC9-R1-18,384
source_13,CP-CC9-R1-20,384
source_13,CP-CC9-R1-22,384
source_13,CP-CC9-R1-04,384
source_13,CP-CC9-R2-05,384
source_13,CP-CC9-R2-08,384
source_13,CP-CC9-R2-11,384
source_13,CP-CC9-R2-10,384
source_13,CP-CC9-R2-13,384
source_13,CP-CC9-R2-14,384
source_13,CP-CC9-R2-18,384
source_13,CP-CC9-R2-19,384
source_13,CP-CC9-R2-21,384
source_13,CP-CC9-R2-22,384
source_13,CP-CC9-R2-25,384
source_13,CP-CC9-R2-28,384
source_13,CP-CC9-R2-29,384
source_13,CP-CC9-R3-04,384
source_13,CP-CC9-R3-03,384
source_13,CP-CC9-R4-27,384
source_13,CP-CC9-R5-20,384
source_13,CP-CC9-R1-06,384
source_13,CP-CC9-R3-07,384
source_13,CP-CC9-R3-10,384
source_13,CP-CC9-R4-13,384
source_13,CP-CC9-R4-15,384
source_13,CP-CC9-R4-17,384
source_13,CP-CC9-R4-20,384
source_13,CP-CC9-R4-21,384
source_13,CP-CC9-R4-22,384
source_13,CP-CC9-R4-25,384
source_13,CP-CC9-R4-26,384
source_13,CP-CC9-R5-01,384
source_13,CP-CC9-R5-02,384
source_13,CP-CC9-R5-04,384
source_13,CP-CC9-R5-09,384
source_13,CP-CC9-R1-07,384
source_13,CP-CC9-R1-10,384
source_13,CP-CC9-R1-09,384
source_13,CP-CC9-R1-13,384
source_13,CP-CC9-R1-16,384
source_13,CP-CC9-R1-17,384
source_13,CP-CC9-R1-19,384
source_13,CP-CC9-R1-21,384
source_13,CP-CC9-R1-24,384
source_13,CP-CC9-R1-25,384
source_13,CP-CC9-R1-27,384
source_13,CP-CC9-R1-29,384
source_13,CP-CC9-R2-02,384
source_13,CP-CC9-R2-04,384
source_13,CP-CC9-R2-06,384
source_13,CP-CC9-R2-07,384
source_13,CP-CC9-R2-09,384
source_13,CP-CC9-R2-12,384
source_13,CP-CC9-R2-15,384
source_13,CP-CC9-R2-17,384
source_13,CP-CC9-R2-16,384
source_13,CP-CC9-R2-20,384
source_13,CP-CC9-R2-23,384
source_13,CP-CC9-R2-24,384
source_13,CP-CC9-R2-27,384
source_13,CP-CC9-R2-26,384
source_13,CP-CC9-R3-02,384
source_13,CP-CC9-R3-01,384
source_13,CP-CC9-R3-06,384
source_13,CP-CC9-R3-05,384
source_13,CP-CC9-R3-11,384
source_13,CP-CC9-R3-08,384
source_13,CP-CC9-R3-15,384
source_13,CP-CC9-R3-13,384
source_13,CP-CC9-R3-17,384
source_13,CP-CC9-R3-18,384
source_13,CP-CC9-R3-21,384
source_13,CP-CC9-R3-23,384
source_13,CP-CC9-R1-23,384
source_13,CP-CC9-R3-27,384
source_13,CP-CC9-R3-29,384
source_13,CP-CC9-R4-03,384
source_13,CP-CC9-R4-08,384
source_13,CP-CC9-R4-06,384
source_13,CP-CC9-R4-10,384
source_13,CP-CC9-R4-11,384
source_13,CP-CC9-R4-14,384
source_13,CP-CC9-R4-16,384
source_13,CP-CC9-R4-19,384
source_13,CP-CC9-R4-18,384
source_13,CP-CC9-R4-23,384
source_13,CP-CC9-R4-24,384
source_13,CP-CC9-R5-23,384
source_13,CP-CC9-R5-25,384
source_13,CP-CC9-R5-27,384
source_13,CP-CC9-R6-01,384
source_13,CP-CC9-R6-02,384
source_13,CP-CC9-R5-29,384
source_13,CP-CC9-R6-19,384
source_13,CP-CC9-R7-02,384
source_13,CP-CC9-R7-19,384
source_13,CP-CC9-R8-02,384
source_13,CP-CC9-R1-26,384
source_13,CP-CC9-R1-28,384
source_13,CP-CC9-R2-01,384
source_13,CP-CC9-R2-03,384
source_13,CP-CC9-R4-28,384
source_13,CP-CC9-R5-03,384
source_13,CP-CC9-R5-07,384
source_13,CP-CC9-R5-06,384
source_13,CP-CC9-R5-10,384
source_13,CP-CC9-R5-12,384
source_13,CP-CC9-R5-14,384
source_13,CP-CC9-R5-17,384
source_13,CP-CC9-R5-16,384
source_13,CP-CC9-R5-21,384
source_13,CP-CC9-R5-22,384
source_13,CP-CC9-R5-24,384
source_13,CP-CC9-R5-26,384
source_13,CP-CC9-R5-28,384
source_13,CP-CC9-R7-01,384
source_13,CP-CC9-R8-01,384
source_13,CP-CC9-R6-28,384
source_13,CP-CC9-R6-29,384
source_13,CP-CC9-R7-28,384
source_13,CP-CC9-R7-29,384
source_13,CP-CC9-R3-09,384
source_13,CP-CC9-R4-12,384
source_13,CP-CC9-R5-08,384
source_13,CP-CC9-R5-11,384
source_13,CP-CC9-R5-13,384
source_13,CP-CC9-R5-15,384
source_13,CP-CC9-R5-18,384
source_13,CP-CC9-R5-19,384
source_13,CP-CC9-R3-12,384
source_13,CP-CC9-R3-14,384
source_13,CP-CC9-R3-16,384
source_13,CP-CC9-R3-19,384
source_13,CP-CC9-R3-20,384
source_13,CP-CC9-R3-22,384
source_13,CP-CC9-R3-24,384
source_13,CP-CC9-R3-26,384
source_13,CP-CC9-R5-05,384
source_13,CP-CC9-R3-25,384
source_13,CP-CC9-R3-28,384
source_13,CP-CC9-R4-04,384
source_13,CP-CC9-R4-05,384
source_13,CP-CC9-R4-07,384
source_13,CP-CC9-R4-09,384
